law_id	terms_unique	degree	weighted_degree	betweenness	closeness	pagerank	component_id	component_size
MNCLW00281	138	574	7141.0000	0.000462	0.745419	0.001812	0	810
MNCLW00282	5	144	156.0000	0.000010	0.527963	0.000225	0	810
MNCLW00283	241	695	6651.0000	0.001674	0.843139	0.001877	0	810
MNCLW00284	136	579	4942.0000	0.000582	0.749006	0.001375	0	810
MNCLW00285	25	538	1351.0000	0.000406	0.720572	0.000554	0	810
MNCLW00286	35	564	1978.0000	0.000489	0.738347	0.000705	0	810
MNCLW00287	45	565	2098.0000	0.000491	0.739048	0.000730	0	810
MNCLW00288	29	578	2317.0000	0.000552	0.748286	0.000788	0	810
MNCLW00289	36	530	1650.0000	0.000455	0.715274	0.000638	0	810
MNCLW00290	37	564	2168.0000	0.000507	0.738347	0.000750	0	810
MNCLW00291	71	558	4004.0000	0.000617	0.734168	0.001170	0	810
MNCLW00292	59	535	3771.0000	0.000421	0.718576	0.001100	0	810
MNCLW00293	67	507	3471.0000	0.000251	0.700466	0.001012	0	810
MNCLW00294	102	553	4700.0000	0.000552	0.730721	0.001321	0	810
MNCLW00295	87	652	4207.0000	0.001269	0.805608	0.001278	0	810
MNCLW00296	567	685	10273.0000	0.001587	0.834102	0.002679	0	810
MNCLW00297	1144	698	12771.0000	0.001787	0.845889	0.003266	0	810
MNCLW00298	135	640	6343.0000	0.001197	0.795724	0.001769	0	810
MNCLW00299	135	637	6143.0000	0.001162	0.793290	0.001723	0	810
MNCLW00300	178	625	6260.0000	0.001087	0.783704	0.001739	0	810
MNCLW00301	15	405	1123.0000	0.000150	0.641564	0.000480	0	810
MNCLW00302	183	639	6252.0000	0.001174	0.794911	0.001744	0	810
MNCLW00303	176	611	6289.0000	0.000939	0.772808	0.001734	0	810
MNCLW00304	1842	735	19031.0000	0.002485	0.881334	0.004734	0	810
MNCLW00305	190	621	6654.0000	0.000926	0.780559	0.001827	0	810
MNCLW00306	186	615	6558.0000	0.000872	0.775890	0.001798	0	810
MNCLW00307	170	616	6453.0000	0.000880	0.776664	0.001774	0	810
MNCLW00308	170	603	6244.0000	0.000809	0.766717	0.001716	0	810
MNCLW00309	151	603	6014.0000	0.000809	0.766717	0.001664	0	810
MNCLW00310	183	691	6269.0000	0.001543	0.839501	0.001800	0	810
MNCLW00311	168	705	7105.0000	0.001689	0.852374	0.001999	0	810
MNCLW00312	59	620	4114.0000	0.000820	0.779777	0.001207	0	810
MNCLW00313	5	299	403.0000	0.000141	0.590006	0.000318	0	810
MNCLW00314	185	596	7498.0000	0.000592	0.761465	0.001926	0	810
MNCLW00315	2	184	243.0000	0.000000	0.541934	0.000271	0	810
MNCLW00316	1	184	184.0000	0.000000	0.541934	0.000255	0	810
MNCLW00317	2	184	236.0000	0.000000	0.541934	0.000273	0	810
MNCLW00318	876	701	15852.0000	0.001563	0.848656	0.003872	0	810
MNCLW00319	1	184	184.0000	0.000000	0.541934	0.000255	0	810
MNCLW00320	117	705	6186.0000	0.001558	0.852374	0.001758	0	810
MNCLW00321	1	184	184.0000	0.000000	0.541934	0.000255	0	810
MNCLW00322	2	372	418.0000	0.000297	0.624573	0.000383	0	810
MNCLW00323	1	184	184.0000	0.000000	0.541934	0.000255	0	810
MNCLW00324	1	184	184.0000	0.000000	0.541934	0.000255	0	810
MNCLW00325	2	372	418.0000	0.000297	0.624573	0.000383	0	810
MNCLW00326	1	184	184.0000	0.000000	0.541934	0.000255	0	810
MNCLW00327	1	184	184.0000	0.000000	0.541934	0.000255	0	810
MNCLW00328	7	502	743.0000	0.000529	0.697328	0.000464	0	810
MNCLW00329	6	502	691.0000	0.000529	0.697328	0.000446	0	810
MNCLW00330	567	716	13810.0000	0.001855	0.862769	0.003461	0	810
MNCLW00331	22	392	860.0000	0.000173	0.634761	0.000425	0	810
MNCLW00332	6	246	394.0000	0.000042	0.567214	0.000309	0	810
MNCLW00333	601	725	14967.0000	0.002346	0.871464	0.003760	0	810
MNCLW00334	13	275	630.0000	0.000054	0.579031	0.000370	0	810
MNCLW00335	107	557	5526.0000	0.000602	0.733476	0.001490	0	810
MNCLW00336	303	679	9856.0000	0.001379	0.828773	0.002512	0	810
MNCLW00337	19	462	1348.0000	0.000279	0.673199	0.000537	0	810
MNCLW00338	2	184	236.0000	0.000000	0.541934	0.000273	0	810
MNCLW00339	4	217	233.0000	0.000024	0.555077	0.000269	0	810
MNCLW00340	1	184	184.0000	0.000000	0.541934	0.000255	0	810
MNCLW00341	854	754	16109.0000	0.002404	0.900715	0.004008	0	810
MNCLW00342	3	284	376.0000	0.000059	0.583372	0.000306	0	810
MNCLW00343	5	186	243.0000	0.000001	0.542690	0.000274	0	810
MNCLW00344	1	184	184.0000	0.000000	0.541934	0.000255	0	810
MNCLW00345	1	184	184.0000	0.000000	0.541934	0.000255	0	810
MNCLW00346	2	372	418.0000	0.000297	0.624573	0.000383	0	810
MNCLW00347	473	751	16561.0000	0.002621	0.897598	0.004140	0	810
MNCLW00348	470	698	11834.0000	0.001877	0.845889	0.002998	0	810
MNCLW00349	2	372	418.0000	0.000297	0.624573	0.000383	0	810
MNCLW00350	1276	702	13541.0000	0.001894	0.849583	0.003402	0	810
MNCLW00351	355	754	11616.0000	0.002599	0.900715	0.003022	0	810
MNCLW00352	27	405	1217.0000	0.000195	0.641564	0.000537	0	810
MNCLW00353	26	402	1215.0000	0.000186	0.639982	0.000536	0	810
MNCLW00354	34	403	1210.0000	0.000186	0.640508	0.000533	0	810
MNCLW00355	26	389	1112.0000	0.000173	0.633212	0.000513	0	810
MNCLW00356	33	393	1120.0000	0.000177	0.635280	0.000514	0	810
MNCLW00357	26	389	1110.0000	0.000173	0.633212	0.000512	0	810
MNCLW00358	26	389	1106.0000	0.000173	0.633212	0.000511	0	810
MNCLW00359	26	389	1108.0000	0.000173	0.633212	0.000511	0	810
MNCLW00360	29	412	1221.0000	0.000201	0.645288	0.000537	0	810
MNCLW00361	23	530	1341.0000	0.000696	0.715274	0.000638	0	810
MNCLW00362	28	530	1340.0000	0.000696	0.715274	0.000638	0	810
MNCLW00363	23	530	1340.0000	0.000696	0.715274	0.000638	0	810
MNCLW00364	10	376	767.0000	0.000126	0.626080	0.000396	0	810
MNCLW00365	77	657	3572.0000	0.001169	0.809800	0.001128	0	810
MNCLW00366	2	211	217.0000	0.000017	0.553104	0.000264	0	810
MNCLW00367	41	500	2495.0000	0.000326	0.696080	0.000806	0	810
MNCLW00368	130	540	4768.0000	0.000472	0.721909	0.001338	0	810
MNCLW00369	123	521	3601.0000	0.000333	0.709405	0.001042	0	810
MNCLW00370	3	184	236.0000	0.000000	0.541934	0.000273	0	810
MNCLW00371	9	349	567.0000	0.000099	0.613253	0.000352	0	810
MNCLW00372	98	516	4378.0000	0.000335	0.706187	0.001218	0	810
MNCLW00373	12	369	748.0000	0.000127	0.623073	0.000383	0	810
MNCLW00374	13	320	557.0000	0.000105	0.599551	0.000356	0	810
MNCLW00375	2	215	233.0000	0.000026	0.553892	0.000269	0	810
MNCLW00376	484	685	14341.0000	0.001440	0.834102	0.003550	0	810
MNCLW00377	2	254	315.0000	0.000049	0.570541	0.000290	0	810
MNCLW00378	240	596	9217.0000	0.000665	0.761465	0.002317	0	810
MNCLW00379	306	669	9577.0000	0.001235	0.820040	0.002446	0	810
MNCLW00380	3	184	243.0000	0.000000	0.541934	0.000270	0	810
MNCLW00381	4	464	619.0000	0.000754	0.674365	0.000458	0	810
MNCLW00382	55	611	2734.0000	0.000897	0.772808	0.000942	0	810
MNCLW00383	1166	728	17965.0000	0.001993	0.874402	0.004388	0	810
MNCLW00384	988	701	15073.0000	0.002019	0.848656	0.003754	0	810
MNCLW00385	242	588	8663.0000	0.000577	0.755551	0.002196	0	810
MNCLW00386	151	572	7248.0000	0.000539	0.743994	0.001869	0	810
MNCLW00387	30	481	1720.0000	0.000311	0.684448	0.000634	0	810
MNCLW00388	1	184	184.0000	0.000000	0.541934	0.000255	0	810
MNCLW00389	117	523	4751.0000	0.000469	0.710701	0.001300	0	810
MNCLW00390	268	672	7788.0000	0.001331	0.822640	0.002067	0	810
MNCLW00391	12	444	807.0000	0.000428	0.662877	0.000486	0	810
MNCLW00392	11	410	959.0000	0.000144	0.644220	0.000436	0	810
MNCLW00393	5	381	473.0000	0.000314	0.629117	0.000396	0	810
MNCLW00394	383	690	11507.0000	0.001546	0.838597	0.002906	0	810
MNCLW00395	167	664	8093.0000	0.001191	0.815742	0.002128	0	810
MNCLW00396	7	373	559.0000	0.000299	0.625074	0.000425	0	810
MNCLW00397	6	373	507.0000	0.000299	0.625074	0.000407	0	810
MNCLW00398	271	629	10256.0000	0.000863	0.786873	0.002572	0	810
MNCLW00399	13	562	1620.0000	0.000655	0.736948	0.000658	0	810
MNCLW00400	6	333	447.0000	0.000090	0.605617	0.000317	0	810
MNCLW00401	21	448	1404.0000	0.000221	0.665143	0.000543	0	810
MNCLW00402	53	498	2218.0000	0.000286	0.694837	0.000741	0	810
MNCLW00403	228	590	5303.0000	0.000711	0.757021	0.001475	0	810
MNCLW00404	35	445	1328.0000	0.000279	0.663442	0.000557	0	810
MNCLW00405	6	281	515.0000	0.000091	0.581628	0.000354	0	810
MNCLW00406	124	556	4845.0000	0.000484	0.732785	0.001347	0	810
MNCLW00407	53	644	3033.0000	0.001056	0.798991	0.001045	0	810
MNCLW00408	49	552	3294.0000	0.000443	0.730035	0.001022	0	810
MNCLW00409	64	552	3256.0000	0.000450	0.730035	0.001018	0	810
MNCLW00410	53	548	3127.0000	0.000444	0.727306	0.000994	0	810
MNCLW00411	73	558	4155.0000	0.000463	0.734168	0.001222	0	810
MNCLW00412	44	476	2251.0000	0.000269	0.681451	0.000770	0	810
MNCLW00413	50	486	2596.0000	0.000287	0.687471	0.000856	0	810
MNCLW00414	42	472	2300.0000	0.000253	0.679073	0.000782	0	810
MNCLW00415	121	549	3578.0000	0.000449	0.727987	0.001091	0	810
MNCLW00416	30	405	1253.0000	0.000065	0.641564	0.000491	0	810
MNCLW00417	24	405	1233.0000	0.000066	0.641564	0.000485	0	810
MNCLW00418	28	405	1236.0000	0.000066	0.641564	0.000486	0	810
MNCLW00419	34	581	2367.0000	0.000676	0.750451	0.000838	0	810
MNCLW00420	32	571	2147.0000	0.000649	0.743283	0.000791	0	810
MNCLW00421	35	568	2138.0000	0.000638	0.741160	0.000787	0	810
MNCLW00422	29	539	1454.0000	0.000560	0.721240	0.000625	0	810
MNCLW00423	292	625	10401.0000	0.000870	0.783704	0.002596	0	810
MNCLW00424	33	419	1328.0000	0.000118	0.649056	0.000517	0	810
MNCLW00425	5	385	516.0000	0.000190	0.631158	0.000378	0	810
MNCLW00426	8	469	735.0000	0.000308	0.677300	0.000431	0	810
MNCLW00427	16	500	1225.0000	0.000442	0.696080	0.000559	0	810
MNCLW00428	52	593	2313.0000	0.000670	0.759237	0.000814	0	810
MNCLW00429	2	42	42.0000	0.000000	0.493167	0.000197	0	810
MNCLW00430	9	237	332.0000	0.000118	0.563517	0.000294	0	810
MNCLW00431	318	661	10804.0000	0.001373	0.813185	0.002715	0	810
MNCLW00432	3	231	235.0000	0.000005	0.560272	0.000240	0	810
MNCLW00433	3	227	227.0000	0.000000	0.558663	0.000236	0	810
MNCLW00434	4	413	472.0000	0.000229	0.645288	0.000367	0	810
MNCLW00435	69	544	2559.0000	0.000377	0.724597	0.000813	0	810
MNCLW00436	271	590	10033.0000	0.000628	0.757021	0.002459	0	810
MNCLW00437	493	715	15260.0000	0.001737	0.861814	0.003728	0	810
MNCLW00438	192	529	7788.0000	0.000331	0.714617	0.001929	0	810
MNCLW00439	23	413	1513.0000	0.000082	0.645824	0.000532	0	810
MNCLW00440	210	580	7905.0000	0.000571	0.749728	0.001978	0	810
MNCLW00441	1	0	0.0000	0.000000	0.000000	0.000184	9	1
MNCLW00442	20	438	657.0000	0.000324	0.659506	0.000415	0	810
MNCLW00443	362	686	12574.0000	0.001432	0.834997	0.003083	0	810
MNCLW00444	202	546	7560.0000	0.000437	0.725949	0.001891	0	810
MNCLW00445	7	316	384.0000	0.000195	0.597709	0.000375	0	810
MNCLW00446	6	274	306.0000	0.000062	0.579031	0.000305	0	810
MNCLW00447	4	297	378.0000	0.000051	0.588667	0.000324	0	810
MNCLW00448	10	535	893.0000	0.000614	0.718576	0.000523	0	810
MNCLW00449	10	449	811.0000	0.000482	0.665712	0.000475	0	810
MNCLW00450	3	238	261.0000	0.000034	0.563926	0.000295	0	810
MNCLW00451	6	434	877.0000	0.000184	0.657278	0.000449	0	810
MNCLW00452	11	513	1485.0000	0.000296	0.704269	0.000591	0	810
MNCLW00453	10	534	1135.0000	0.000597	0.717913	0.000588	0	810
MNCLW00454	12	514	1490.0000	0.000302	0.704907	0.000594	0	810
MNCLW00455	9	431	805.0000	0.000218	0.655617	0.000438	0	810
MNCLW00456	6	315	492.0000	0.000059	0.596793	0.000362	0	810
MNCLW00457	3	272	310.0000	0.000043	0.577741	0.000300	0	810
MNCLW00458	5	177	177.0000	0.000000	0.539305	0.000269	0	810
MNCLW00459	6	336	419.0000	0.000083	0.606561	0.000326	0	810
MNCLW00460	9	497	860.0000	0.000543	0.694217	0.000521	0	810
MNCLW00461	3	278	373.0000	0.000049	0.580759	0.000332	0	810
MNCLW00462	16	528	1099.0000	0.000716	0.713961	0.000585	0	810
MNCLW00463	8	462	726.0000	0.000428	0.673199	0.000490	0	810
MNCLW00464	9	556	1013.0000	0.000730	0.732785	0.000568	0	810
MNCLW00465	4	389	464.0000	0.000144	0.633212	0.000335	0	810
MNCLW00466	3	177	177.0000	0.000000	0.539305	0.000269	0	810
MNCLW00467	7	334	520.0000	0.000110	0.606088	0.000369	0	810
MNCLW00468	4	278	373.0000	0.000049	0.580759	0.000332	0	810
MNCLW00469	8	253	355.0000	0.000032	0.569705	0.000325	0	810
MNCLW00470	6	445	602.0000	0.000412	0.663442	0.000446	0	810
MNCLW00471	7	407	574.0000	0.000339	0.642624	0.000447	0	810
MNCLW00472	11	485	876.0000	0.000483	0.686865	0.000528	0	810
MNCLW00473	9	328	528.0000	0.000080	0.603269	0.000362	0	810
MNCLW00474	6	488	746.0000	0.000526	0.688688	0.000483	0	810
MNCLW00475	8	441	819.0000	0.000207	0.661187	0.000425	0	810
MNCLW00476	4	278	373.0000	0.000049	0.580759	0.000332	0	810
MNCLW00477	8	421	647.0000	0.000210	0.650140	0.000388	0	810
MNCLW00478	10	376	636.0000	0.000117	0.626080	0.000387	0	810
MNCLW00479	3	177	177.0000	0.000000	0.539305	0.000269	0	810
MNCLW00480	2	177	177.0000	0.000000	0.539305	0.000269	0	810
MNCLW00481	387	695	11763.0000	0.002182	0.843139	0.003034	0	810
MNCLW00482	4	433	537.0000	0.000417	0.656724	0.000432	0	810
MNCLW00483	1	0	0.0000	0.000000	0.000000	0.000184	10	1
MNCLW00484	234	580	9741.0000	0.000426	0.749728	0.002364	0	810
MNCLW00485	159	552	7043.0000	0.000436	0.730035	0.001779	0	810
MNCLW00486	3	27	27.0000	0.000000	0.488523	0.000200	0	810
MNCLW00487	2	58	58.0000	0.000000	0.498538	0.000202	0	810
MNCLW00488	638	672	15343.0000	0.002339	0.822640	0.003769	0	810
MNCLW00489	2	58	58.0000	0.000000	0.498538	0.000202	0	810
MNCLW00490	231	598	11094.0000	0.000692	0.762958	0.002688	0	810
MNCLW00491	3	41	41.0000	0.000000	0.492855	0.000193	0	810
MNCLW00492	42	490	1862.0000	0.000251	0.689909	0.000640	0	810
MNCLW00494	256	603	7780.0000	0.000588	0.766717	0.001964	0	810
MNCLW00495	13	401	901.0000	0.000117	0.639456	0.000405	0	810
MNCLW00496	2	170	180.0000	0.000012	0.537072	0.000237	0	810
MNCLW00497	357	657	11921.0000	0.001218	0.809800	0.002924	0	810
MNCLW00498	21	506	1241.0000	0.000484	0.699836	0.000549	0	810
MNCLW00499	2	26	26.0000	0.000000	0.488217	0.000191	0	810
MNCLW00500	87	544	4304.0000	0.000308	0.724597	0.001182	0	810
MNCLW00501	167	599	9262.0000	0.000628	0.763707	0.002296	0	810
MNCLW00502	6	471	608.0000	0.000463	0.678481	0.000444	0	810
MNCLW00503	4	351	446.0000	0.000107	0.614221	0.000333	0	810
MNCLW00504	5	471	608.0000	0.000463	0.678481	0.000444	0	810
MNCLW00505	5	177	177.0000	0.000000	0.539305	0.000269	0	810
MNCLW00506	7	511	709.0000	0.000726	0.702997	0.000493	0	810
MNCLW00507	4	177	177.0000	0.000000	0.539305	0.000269	0	810
MNCLW00508	77	576	3236.0000	0.000542	0.746850	0.001003	0	810
MNCLW00509	60	543	2782.0000	0.000379	0.723923	0.000890	0	810
MNCLW00510	121	517	4561.0000	0.000436	0.706828	0.001244	0	810
MNCLW00511	268	706	11227.0000	0.001428	0.853309	0.002840	0	810
MNCLW00512	7	251	279.0000	0.000088	0.568873	0.000347	0	810
MNCLW00513	583	617	11967.0000	0.000756	0.777440	0.002924	0	810
MNCLW00514	18	321	677.0000	0.000019	0.600014	0.000345	0	810
MNCLW00515	128	505	5596.0000	0.000244	0.699207	0.001436	0	810
MNCLW00516	3	216	216.0000	0.000000	0.554286	0.000235	0	810
MNCLW00517	181	654	8588.0000	0.000970	0.807280	0.002183	0	810
MNCLW00518	182	550	7170.0000	0.000418	0.728668	0.001807	0	810
MNCLW00519	262	680	12461.0000	0.001311	0.829656	0.003077	0	810
MNCLW00520	29	415	1334.0000	0.000099	0.646897	0.000495	0	810
MNCLW00521	183	597	7508.0000	0.001578	0.762211	0.001989	0	810
MNCLW00522	35	431	1790.0000	0.000135	0.655617	0.000606	0	810
MNCLW00523	44	420	1839.0000	0.000084	0.649597	0.000610	0	810
MNCLW00524	24	414	1376.0000	0.000095	0.646360	0.000504	0	810
MNCLW00525	201	622	8247.0000	0.000791	0.781343	0.002088	0	810
MNCLW00526	2	234	234.0000	0.000000	0.561890	0.000311	0	810
MNCLW00527	445	647	10374.0000	0.001047	0.801460	0.002580	0	810
MNCLW00528	5	315	343.0000	0.000103	0.597251	0.000337	0	810
MNCLW00529	3	109	109.0000	0.000000	0.515376	0.000209	0	810
MNCLW00530	390	612	12809.0000	0.000770	0.773576	0.003080	0	810
MNCLW00531	6	350	420.0000	0.000141	0.613736	0.000359	0	810
MNCLW00532	6	349	418.0000	0.000140	0.613253	0.000358	0	810
MNCLW00533	173	570	7044.0000	0.000482	0.742574	0.001779	0	810
MNCLW00534	3	111	129.0000	0.000000	0.516402	0.000217	0	810
MNCLW00535	42	520	2170.0000	0.000329	0.708759	0.000738	0	810
MNCLW00536	239	585	10258.0000	0.000511	0.753357	0.002497	0	810
MNCLW00537	100	646	5521.0000	0.001110	0.800635	0.001529	0	810
MNCLW00538	187	570	6784.0000	0.000523	0.742574	0.001740	0	810
MNCLW00539	374	710	11876.0000	0.001770	0.857068	0.003016	0	810
MNCLW00540	126	502	6788.0000	0.000264	0.697328	0.001694	0	810
MNCLW00541	4	263	291.0000	0.000106	0.573907	0.000350	0	810
MNCLW00542	482	645	12754.0000	0.001177	0.799813	0.003108	0	810
MNCLW00543	2	234	234.0000	0.000000	0.561890	0.000311	0	810
MNCLW00544	358	720	13434.0000	0.001875	0.866612	0.003356	0	810
MNCLW00545	224	582	8683.0000	0.000485	0.751175	0.002147	0	810
MNCLW00546	134	520	7101.0000	0.000265	0.708759	0.001766	0	810
MNCLW00547	1811	686	17515.0000	0.001514	0.834997	0.004198	0	810
MNCLW00548	10	321	557.0000	0.000175	0.600014	0.000339	0	810
MNCLW00549	268	595	10262.0000	0.000465	0.760721	0.002489	0	810
MNCLW00550	5	61	121.0000	0.000000	0.499177	0.000212	0	810
MNCLW00551	306	645	12268.0000	0.001121	0.799813	0.003009	0	810
MNCLW00552	7	365	773.0000	0.000019	0.621083	0.000362	0	810
MNCLW00553	153	531	6808.0000	0.000314	0.715932	0.001711	0	810
MNCLW00554	193	632	9094.0000	0.000835	0.789267	0.002274	0	810
MNCLW00555	241	556	8936.0000	0.000493	0.732785	0.002196	0	810
MNCLW00556	132	585	6535.0000	0.000464	0.753357	0.001696	0	810
MNCLW00557	1	0	0.0000	0.000000	0.000000	0.000184	11	1
MNCLW00558	180	559	7821.0000	0.000517	0.734861	0.001959	0	810
MNCLW00559	343	603	12352.0000	0.000825	0.766717	0.002983	0	810
MNCLW00560	17	545	1213.0000	0.000502	0.725273	0.000543	0	810
MNCLW00561	217	623	10851.0000	0.000721	0.782128	0.002668	0	810
