	doc_id	doc_title	doc_desc
664	MNCLW00665	ус цаг уур, орчны хяналт шинжилгээний тухай	1997 оны 11 дүгээр сарын 13-ны өдөр
665	MNCLW00666	уул уурхайн бүтээгдэхүүний биржийн тухай	2022 оны 12 сарын 23 өдөр
666	MNCLW00667	хадгаламж, зээлийн хоршооны тухай	2011 оны 10 дугаар сарын 27-ны өдөр
667	MNCLW00668	хамтын тэтгэврийн тухай хууль хүчингүй болсонд тооцох тухай	2016 оны 9 дүгээр сарын 09-ний өдөр
668	MNCLW00669	хараа хяналтгүй хүүхдийг түр саатуулах тухай хууль хүчингүй болсонд тооцох тухай	2013 оны 7 дугаар сарын 5-ны өдөр
669	MNCLW00670	харилцаа холбооны тухай	2001 оны 10 дугаар сарын 18-ны өдөр
670	MNCLW00671	харьяатын тухай	1995 оны 6 дугаар сарын 5-ны өдөр
671	MNCLW00672	хаягжуулалтын тухай	2013 оны 2 дугаар сарын 7-ны өдөр
672	MNCLW00673	хилийн боомтын тухай хууль хүчингүй болсонд тооцох тухай	2016 оны 12 дугаар сарын 28-ны өдөр
673	MNCLW00674	химийн хорт болон аюултай бодисын тухай	2006 оны 5 дугаар сарын 25-ны өдөр
674	MNCLW00675	ховордсон амьтан, ургамал, тэдгээрийн гаралтай эд зүйлийн гадаад худалдааг зохицуулах тухай	2002 оны 11 дүгээр сарын 07-ны өдөр
675	MNCLW00676	хөгжлийн бодлого төлөвлөлтийн тухай хууль хүчингүй болсонд тооцох тухай	2020 оны 05 сарын 07 өдөр
676	MNCLW00677	хөгжлийн бодлого, төлөвлөлт, түүний удирдлагын тухай	2020 оны 05 сарын 07 өдөр
677	MNCLW00678	хөгжлийн бэрхшээлтэй иргэний нийгмийн хамгааллын тухай хууль хүчингүй болсонд тооцох тухай	2016 оны 2 дугаар сарын 05-ны өдөр
678	MNCLW00679	хөгжлийн бэрхшээлтэй хүний эрхийн тухай	2016 оны 2 дугаар сарын 05-ны өдөр
679	MNCLW00680	хог хаягдлын тухай хууль хүчингүй болсонд тооцох тухай	2017 оны 5 дугаар сарын 12-ны өдөр
680	MNCLW00681	хог хаягдлын тухай	2017 оны 5 дугаар сарын 12-ны өдөр
681	MNCLW00682	хөдлөх эд хөрөнгө болон эдийн бус хөрөнгийн барьцааны тухай	2015 оны 7 дугаар сарын 2-ны өдөр
682	MNCLW00683	хөдлөх эд хөрөнгө болон эдийн бус хөрөнгийн барьцааны тухай хуулийг дагаж мөрдөх журмын тухай	2015 оны 7 дугаар сарын 2-ны өдөр
683	MNCLW00684	хөдөлмөрийн аюулгүй байдал, эрүүл ахуйн тухай	2008 оны 5 дугаар сарын 22-ны өдөр
684	MNCLW00685	хөдөлмөрийн тухай хууль хүчингүй болсонд тооцох тухай	2021 оны 07 сарын 02 өдөр
685	MNCLW00686	хөдөлмөрийн тухай хууль /шинэчилсэн найруулга/-ийг дагаж мөрдөх журмын тухай	2021 оны 07 сарын 02 өдөр
686	MNCLW00687	хөдөлмөрийн тухай	2021 оны 07 сарын 02 өдөр
687	MNCLW00688	хөдөлмөрийн хөлсний доод хэмжээний тухай	2010 оны 4 дүгээр сарын 16-ны өдөр
688	MNCLW00689	хөдөлмөр эрхлэлтийг дэмжих тухай хууль хүчингүй болсонд тооцох тухай	2011 оны 10 дугаар сарын 13-ны өдөр
689	MNCLW00690	хөдөлмөр эрхлэлтийг дэмжих тухай	2011 оны 6 дугаар сарын 17-ны өдөр
690	MNCLW00691	хөдөө аж ахуйн гаралтай бараа, түүхий эдийн биржийн тухай	2011 оны 06 дугаар сарын 02-ны өдөр
691	MNCLW00692	хөрөнгийн үнэлгээний тухай хууль хүчингүй болсонд тооцох тухай	2022 оны 06 сарын 17 өдөр
692	MNCLW00693	хөрөнгийн үнэлгээний тухай	2022 оны 06 сарын 17 өдөр
693	MNCLW00694	хөрөнгөөр баталгаажсан үнэт цаасны тухай	2010 оны 4 дүгээр сарын 23-ны өдөр
694	MNCLW00695	хөрөнгө оруулалтын сангийн тухай	2013 оны 10 дугаар сарын 3-ны өдөр
695	MNCLW00696	хөрөнгө оруулалтын төрөлжсөн банкны тухай	2023 оны 01 сарын 20 өдөр
696	MNCLW00697	хөрөнгө оруулалтын тухай	2013 оны 10 дүгээр сарын 3-ны өдөр
697	MNCLW00698	хөрөнгө оруулалтын тухай хуулийг дагаж мөрдөх журмын тухай	2013 оны 10 дугаар сарын 03-ны өдөр
698	MNCLW00699	хөрс хамгаалах, цөлжилтөөс сэргийлэх тухай	2012 оны 05 дугаар сарын 17-ны өдөр
699	MNCLW00700	хоршооны тухай хуулийн зарим заалтыг дагаж мөрдөх журмын тухай	2007 оны 6 дугаар сарын 28-ны өдөр
700	MNCLW00701	хоршооны тухай хууль хүчингүй болсонд тооцох тухай	2021 оны 05 сарын 06 өдөр
701	MNCLW00702	хоршооны тухай	2021 оны 05 сарын 06 өдөр
702	MNCLW00703	хот байгуулалтын тухай	2008 оны 5 дугаар сарын 29-ний өдөр
703	MNCLW00704	хот, суурин газрыг дахин хөгжүүлэх тухай	2015 оны 6 дугаар сарын 26-ны өдөр
704	MNCLW00705	хот, суурины ус хангамж, ариутгах татуургын ашиглалтын тухай хуулийг хүчингүй болсонд тооцох тухай	2011 оны 10 дугаар сарын 6-ны өдөр
705	MNCLW00706	хот, суурины ус хангамж, ариутгах татуургын ашиглалтын тухай	2011 оны 10 дугаар сарын 6-ны өдөр
706	MNCLW00707	хот, тосгоны эрх зүйн байдлын тухай	1993 оны 12 дугаар сарын 20-ны өдөр
707	MNCLW00708	хохирлыг эргэн төлөгдөх нөхцөлөөр барагдуулах тухай	2007 оны 8 дугаар сарын 03-ны өдөр
708	MNCLW00709	хохирогчид нөхөх олговор олгох тухай	2009 оны 7 дугаар сарын 9-ний өдөр
709	MNCLW00710	хувийн хамгаалалтын тухай	2001 оны 6 дугаар сарын 7-ны өдөр
710	MNCLW00711	хувиргасан амьд организмын тухай	2007 оны 6 дугаар сарын 28-ны өдөр
711	MNCLW00712	хувь хүний нууцын тухай хууль хүчингүй болсонд тооцох тухай	2021 оны 12 сарын 17 өдөр
712	MNCLW00713	хувь хүний орлогын албан татвараас чөлөөлөх тухай	2020 оны 04 сарын 09 өдөр
713	MNCLW00714	хувь хүний орлогын албан татварын тухай хууль хүчингүй болсонд тооцох тухай	2019 оны 03 сарын 22 өдөр
714	MNCLW00715	хувь хүний орлогын албан татварын тухай хууль	2019 оны 03 сарын 22 өдөр
715	MNCLW00716	хувь хүний орлогын албан татварын тухай	2019 оны 03 сарын 22 өдөр
716	MNCLW00717	худалдаа, аж үйлдвэрийн танхимын тухай	1995 оны 10 дугаар сарын 24-ний өдөр
717	MNCLW00718	хүн ам, орон сууцны улсын тооллогын тухай	2008 оны 1 дүгээр сарын 3-ны өдөр
718	MNCLW00719	хүн амын амьжиргааны доод түвшинг тодорхойлох тухай	1998 оны 1 дүгээр сарын 8-ны өдөр
719	MNCLW00720	хүн амын орлогын албан татварын хуулийн зарим заалтын үйлчлэлийг түр зогсоох тухай	2000 оны 5 дугаар сарын 18-ны өдөр
720	MNCLW00721	хүний дархлал хомсдолын вирусын халдвар, дархлалын олдмол хомсдолоос сэргийлэх тухай хууль хүчингүй болсонд тооцох тухай	2012 оны 12 дугаар сарын 13-ны өдөр
721	MNCLW00722	хүний дархлал хомсдолын вирусын халдвар, дархлалын олдмол хомсдолоос сэргийлэх тухай	2012 оны 12 сарын 13 өдөр
722	MNCLW00723	хүний хөгжил сангийн 2010 оны төсвийн тухай	2009 оны 11 дүгээр сарын 27-ны өдөр
723	MNCLW00724	хүний хөгжил сангийн 2011 оны төсвийн тухай	2010 оны 11 дүгээр сарын 25-ны өдөр
724	MNCLW00725	хүний хөгжил сангийн 2012 оны төсвийн тухай	2011 оны 11 дүгээр сарын 30-ны өдөр
725	MNCLW00726	хүний хөгжил сангийн 2013 оны төсвийн тухай	2012 оны 11 дүгээр сарын 08-ны өдөр
726	MNCLW00727	хүний хөгжил сангийн 2014 оны төсвийн тухай	2013 оны 11 дүгээр сарын 15-ны өдөр
727	MNCLW00728	хүний хөгжил сангийн 2015 оны төсвийн тухай	2014 оны 11 дүгээр сарын 14-ний өдөр
728	MNCLW00729	хүний хөгжил сангийн 2016 оны төсвийн тухай	2015 оны 11 дүгээр сарын 13-ны өдөр
729	MNCLW00730	хүний хөгжил сангийн тухай хууль хүчингүй болсонд тооцох тухай	2016 оны 2 дугаар сарын 05-ны өдөр
730	MNCLW00731	хүний хувийн мэдээлэл хамгаалах тухай	2021 оны 12 сарын 17 өдөр
731	MNCLW00732	энэ хуулийг 2021 оны 7 дугаар сарын 1-ний өдрөөс эхлэн дагаж мөрдөнө.	2021 оны 04 сарын 02 өдөр
732	MNCLW00733	хүнсний бүтээгдэхүүний аюулгүй байдлыг хангах тухай	2012 оны 12 дугаар сарын 20-ны өдөр
733	MNCLW00734	хүнсний тухай хууль хүчингүй болсонд тооцох тухай	2012 оны 12 сарын 20 өдөр
734	MNCLW00735	хүнсний тухай	2012 оны 12 дугаар сарын 20-ны өдөр
735	MNCLW00736	хүн худалдаалахтай тэмцэх тухай	2012 оны 01 сарын 19 өдөр
736	MNCLW00737	хуулийг дагаж мөрдөх журмын тухай	2006 оны 12 дугаар сарын 22-ны өдөр
737	MNCLW00738	хуулийн зарим заалтыг дагаж мөрдөх журмын тухай	2002 оны 08 дугаар сарын 30-ны өдөр
738	MNCLW00739	хуулийн этгээдийн улсын бүртгэлийн тухай хуулийг дагаж мөрдөх журмын тухай	2018 оны 6 дугаар сарын 21-ний өдөр
739	MNCLW00740	хуулийн этгээдийн улсын бүртгэлийн тухай хууль хүчингүй болсонд тооцох тухай	2018 оны 6 дугаар сарын 21-ний өдөр
740	MNCLW00741	хуулийн этгээдийн улсын бүртгэлийн тухай	2018 оны 6 дугаар сарын 21-ний өдөр
741	MNCLW00742	хуулийн этгээдийн улсын бүртгэлийн тухай /шинэчилсэн найруулга/ хуулийг дагаж мөрдөх журмын тухай хууль хүчингүй болсонд тооцох тухай	2018 оны 6 дугаар сарын 21-ний өдөр
742	MNCLW00743	хуулиуд хүчингүй болсонд тооцох тухай	2002 оны 5 дугаар сарын 3-ны өдөр
743	MNCLW00744	хууль дагаж мөрдөх журмын тухай	1998 оны 8 дугаар сарын 20-ны өдөр
744	MNCLW00745	хууль зүйн туслалцааны тухай	2022 оны 07 сарын 01 өдөр
745	MNCLW00746	хууль тогтоомжийн тухай	2015 оны 5 дугаар сарын 29-ний өдөр
746	MNCLW00747	хууль, улсын их хурлын бусад шийдвэрийн төсөл боловсруулах, өргөн мэдүүлэх журмын тухай хууль хүчингүй болсонд тооцох тухай	2015 оны 5 дугаар сарын 29-ний өдөр
747	MNCLW00748	хууль хүчингүй болсонд тооцох тухай	2018 оны 2 дугаар сарын 2-ны өдөр
748	MNCLW00749	хууль хүчингүй болсонд тооцох тухай	2001 оны 10 дугаар сарын 18-ны өдөр
749	MNCLW00750	хууль хүчингүй болсонд тооцох тухай	2004 оны 4 дүгээр сарын 30-ны өдөр
750	MNCLW00751	хууль хүчингүй болсонд тооцох тухай	2002 оны 07 сарын 04 өдөр
751	MNCLW00752	хууль хүчингүй болсонд тооцох тухай	2017 оны 5 дугаар сарын 11-ний өдөр
752	MNCLW00753	хууль хүчингүй болсонд тооцох тухай	2018 оны 11 дүгээр сарын 15-ны өдөр
753	MNCLW00754	хууль хүчингүй болсонд тооцох тухай	1999 оны 05 сарын 14 өдөр
754	MNCLW00755	хууль хүчингүй болсонд тооцох тухай	2020 оны 01 сарын 23 өдөр
755	MNCLW00756	хууль хүчингүй болсонд тооцох тухай	2018 оны 10 дугаар сарын 19-ний өдөр
756	MNCLW00757	хууль хүчингүй болсонд тооцох тухай	2016 оны 2 дугаар сарын 04-ний өдөр
757	MNCLW00758	хуульчийн эрх зүйн байдлын тухай	2012 оны 3 дугаар сарын 07-ны өдөр
758	MNCLW00759	хуульчийн эрх зүйн байдлын тухай хуулийг дагаж мөрдөх журмын тухай	2013 оны 2 дугаар сарын 8-ны өдөр
759	MNCLW00760	хуульч сонгон шалгаруулах тухай хууль хүчингүй болсонд тооцох тухай	2012 оны 3 дугаар сарын 7-ны өдөр
760	MNCLW00761	хүүхдийн эрхийг хамгаалах тухай хууль хүчингүй болсонд тооцох тухай	2016 оны 2 дугаар сарын 05-ны өдөр
761	MNCLW00762	хүүхдийн эрхийн тухай	2016 оны 2 дугаар сарын 05-ны өдөр
762	MNCLW00763	хүүхэд хамгааллын тухай	2016 оны 2 дугаар сарын 05-ны өдөр
763	MNCLW00764	хүүхэд харах үйлчилгээний тухай	2015 оны 7 дугаар сарын 2-ны өдөр
764	MNCLW00765	хэвлэл мэдээллийн эрх чөлөөний тухай	1998 оны 8 дугаар сарын 28-ны өдөр
765	MNCLW00766	хэлэлцээр соёрхон батлах	2019 оны 06 сарын 12 өдөр
766	MNCLW00767	хэмжил зүйн тухай	2019 оны 05 сарын 09 өдөр
767	MNCLW00768	хэмжил зүйн тухай	2019 оны 05 сарын 09 өдөр
768	MNCLW00769	хэмжлийн нэгдмэл байдлыг хангах тухай хууль хүчингүй	2019 оны 05 сарын 09 өдөр
769	MNCLW00770	хэрэглэгчийн эрхийг хамгаалах тухай хууль	2003 оны 12 дугаар сарын 26-ны өдөр
770	MNCLW00771	"""цагааннуур"" худалдааны чөлөөт бүсийн эрх зүйн байдлын тухай хууль хүчингүй болсонд тооцох тухай"	2015 оны 05 сарын 12 өдөр
771	MNCLW00772	цагдаагийн албаны тухай хуулийг дагаж мөрдөх журмын тухай	2017 оны 2 дугаар сарын 09-ний өдөр
772	MNCLW00773	цагдаагийн албаны тухай хуулийг дагаж мөрдөх журмын тухай хууль хүчингүй болсонд тооцох тухай	2017 оны 2 дугаар сарын 09-ний өдөр
773	MNCLW00774	цагдаагийн албаны тухай хууль хүчингүй болсонд тооцох тухай	2017 оны 2 дугаар сарын 09-ний өдөр
774	MNCLW00775	цагдаагийн албаны тухай	2017 оны 2 дугаар сарын 09-ний өдөр
775	MNCLW00776	цахилгаан, дулааны эрчим хүч, нүүрсний төлбөрийн тухай	1995 оны 01 дүгээр сарын 16-ны өдөр
776	MNCLW00777	цахим гарын үсгийн тухай хууль хүчингүй болсонд тооцох тухай	2021 оны 12 сарын 17 өдөр
777	MNCLW00778	цахим гарын үсгийн тухай	2021 оны 12 сарын 17 өдөр
778	MNCLW00779	цацрагийн хамгаалалт, аюулгүй байдлын тухай хуулийг хүчингүй болсонд тооцох тухай	2009 оны 7 дугаар сарын 16-ны өдөр
779	MNCLW00780	цөмийн зэвсгээс ангид байх тухай	2000 оны 2 дугаар сарын 03-ны өдөр
780	MNCLW00781	цөмийн энергийн тухай	2009 оны 7 дугаар сарын 16-ны өдөр
781	MNCLW00782	цөмийн энергийн тухай хуулийг дагаж мөрдөх журмын тухай	2009 оны 7 дугаар сарын 16-ны өдөр
782	MNCLW00783	цэргийн албаны тухай	2016 оны 9 дүгээр сарын 01-ний өдөр
783	MNCLW00784	цэргийн алба хаагчийн тэтгэвэр, тэтгэмжийн тухай	1994 оны 6 дугаар сарын 13-ны өдөр
784	MNCLW00785	цэргийн алба хаагчийн тэтгэвэр, тэтгэмжийн тухай хуульд нэмэлт, өөрчлөлт оруулах тухай хуулийг дагаж мөрдөх журмын тухай	2011 оны 10 дугаар сарын 27-ны өдөр
785	MNCLW00786	цэргийн алба хаагчийн эд хөрөнгийн хариуцлагын тухай	2002 оны 6 дугаар сарын 13-ны өдөр
786	MNCLW00787	цэргийн алба хаагчийн эрх зүйн байдлын тухай	2016 оны 9 дүгээр сарын 01-ний өдөр
787	MNCLW00788	чөлөөт бүсийн тухай хуулийг дагаж мөрдөх журмын тухай	2015 оны 2 дугаар сарын 12-ны өдөр
788	MNCLW00789	чөлөөт бүсийн тухай хууль хүчингүй болсонд тооцох тухай	2015 оны 02 сарын 12 өдөр
789	MNCLW00790	чөлөөт бүсийн тухай	2015 оны 2 дугаар сарын 12-ны өдөр
790	MNCLW00791	шилэн дансны тухай	2014 оны 7 сарын 01 өдөр
791	MNCLW00792	шинжлэх ухаан, технологийн тухай	2006 оны 12 дугаар сарын 28-ны өдөр
792	MNCLW00793	шинжлэх ухааны академийн эрх зүйн байдлын тухай	1996 оны 5 дугаар сарын 23-ны өдөр
793	MNCLW00794	шүүгчийн эрх зүйн байдлын тухай хууль хүчингүй болсонд тооцох тухай	2021 оны 01 сарын 15 өдөр
794	MNCLW00795	шуудангийн тухай	2003 оны 5 дугаар сарын 15-ны өдөр
795	MNCLW00796	шүүх байгуулах тухай хуульд нэмэлт, өөрчлөлт оруулах тухай хуулийг дагаж мөрдөх журмын тухай	2018 оны 6 дугаар сарын 21-ний өдөр
796	MNCLW00797	шүүх байгуулах тухай хуульд өөрчлөлт оруулах тухай хуулийг дагаж мөрдөх журмын тухай	2016 оны 5 дугаар сарын 13-ны өдөр
797	MNCLW00798	шүүх байгуулах тухай хууль хүчингүй болсонд тооцох тухай	2015 оны 6 дугаар сарын 19-ны өдөр
798	MNCLW00799	шүүх байгуулах тухай хууль хүчингүй болсонд тооцох тухай	2013 оны 1 дүгээр сарын 24-ний өдөр
799	MNCLW00800	шүүх байгуулах тухай	2015 оны 6 дугаар сарын 19-ний өдөр
800	MNCLW00801	шүүхийн захиргааны тухай хууль хүчингүй болсонд тооцох тухай	2021 оны 01 сарын 15 өдөр
801	MNCLW00802	шүүхийн иргэдийн төлөөлөгчийн эрх зүйн байдлын тухай хууль хүчингүй болсонд тооцох тухай	2021 оны 01 сарын 15 өдөр
802	MNCLW00803	шүүхийн тухай багц хуулийг	2013 оны 1 дүгээр сарын 17-ны өдөр
803	MNCLW00804	шүүхийн тухай хууль хүчингүй болсонд тооцох тухай	2012 оны 3 дугаар сарын 07-ны өдөр
804	MNCLW00805	шүүхийн шийдвэр гүйцэтгэх тухай хуулийг дагаж мөрдөх журмын тухай	2017 оны 6 дугаар сарын 09-ний өдөр
805	MNCLW00806	шүүхийн шийдвэр гүйцэтгэх тухай хууль хүчингүй болсонд тооцох тухай	2017 оны 6 дугаар сарын 09-ний өдөр
806	MNCLW00807	шүүхийн шийдвэр гүйцэтгэх тухай	2017 оны 6 дугаар сарын 09-ний өдөр
807	MNCLW00808	шүүхийн шинжилгээний тухай хууль хүчингүй болсонд тооцох тухай	2022 оны 12 сарын 23 өдөр
808	MNCLW00809	шүүх шинжилгээний тухай	2022 оны 12 сарын 23 өдөр
809	MNCLW00810	эвлэрүүлэн зуучлалын тухай	2012 оны 5 дугаар сарын 22-ны өдөр
810	MNCLW00811	эдийн засгийн ил тод байдлыг дэмжих тухай	2015 оны 8 дугаар сарын 7-ны өдөр
811	MNCLW00812	эд хөрөнгийн эрхийн улсын бүртгэлийн тухай	2018 оны 06 дугаар сарын 21-ний өдөр
812	MNCLW00813	эд хөрөнгө өмчлөх, түүнтэй холбоотой эд хөрөнгийн бусад эрхийн улсын бүртгэлийн тухай хууль хүчингүй болсонд тооцох тухай	2018 оны 6 дугаар сарын 21-ний өдөр
813	MNCLW00814	эмнэлгийн тусламж, үйлчилгээний тухай	2016 оны 4 дүгээр сарын 22-ны өдөр
814	MNCLW00815	эмнэлгийн тусламж, үйлчилгээний тухай хуулийг дагаж мөрдөх журмын тухай	2016 оны 4 дүгээр сарын 22-ны өдөр
815	MNCLW00816	эм, эмнэлгийн хэрэгслийн тухай	2010 оны 5 дугаар сарын 27-ны өдөр
816	MNCLW00817	энхийг дэмжих ажиллагаанд оролцох тухай	2010 оны 5 дугаар сарын 20-ны өдөр
817	MNCLW00818	эрдэнэсийн сангийн тухай хууль хүчингүй болсонд тооцох тухай	2022 оны 06 сарын 02 өдөр
818	MNCLW00819	эрдэнэсийн сангийн тухай	2022 оны 04 сарын 22 өдөр
819	MNCLW00820	"""эрдэнэт үйлдвэр"" хязгаарлагдмал хариуцлагатай компанийн үйл ажиллагааны тухай монгол улсын болон оросын холбооны улсын засгийн газрын хооронд байгуулсан хэлэлцээрийг соёрхон батлах тухай хууль хүчингүй болсонд тооцох тухай"	2019 оны 06 сарын 12 өдөр
820	MNCLW00821	эрүүгийн байцаан шийтгэх хууль хүчингүй болсонд тооцох тухай	2017 оны 5 дугаар сарын 18-ны өдөр
821	MNCLW00822	эрүүгийн хуулийг дагаж мөрдөх журмын тухай	2002 оны 1 дүгээр сарын 03-ны өдөр
822	MNCLW00823	эрүүгийн хуулийг дагаж мөрдөх журмын тухай	2016 оны 5 дугаар сарын 13-ны өдөр
823	MNCLW00824	эрүүгийн хууль	2002 оны 1 дүгээр сарын 03-ны өдөр
824	MNCLW00825	эрүүгийн хууль	2015 оны 12 дугаар сарын 03-ны өдөр
825	MNCLW00826	эрүүгийн хэрэг хянан шийдвэрлэх тухай	2017 оны 5 дугаар сарын 18-ны өдөр
826	MNCLW00827	эрүүл ахуйн тухай	2016 оны 2 дугаар сарын 04-ний өдөр
827	MNCLW00828	эрүүл мэндийн даатгалын сангийн 2018 оны төсвийн тухай	2017 оны 11 дүгээр сарын 14-ний өдөр
828	MNCLW00829	эрүүл мэндийн даатгалын сангийн 2019 оны төсвийн тухай	2018 оны 11 дүгээр сарын 02-ны өдөр
829	MNCLW00830	эрүүл мэндийн даатгалын сангийн 2020 оны төсвийн тухай	2019 оны 11 сарын 13 өдөр
830	MNCLW00831	эрүүл мэндийн даатгалын сангийн 2021 оны төсвийн тухай	2020 оны 11 сарын 13 өдөр
831	MNCLW00832	эрүүл мэндийн даатгалын сангийн 2022 оны төсвийн тухай	2021 оны 11 сарын 12 өдөр
832	MNCLW00833	эрүүл мэндийн даатгалын сангийн 2023 оны төсвийн тухай	2022 оны 11 сарын 11 өдөр
833	MNCLW00834	эрүүл мэндийн даатгалын тухай хуулийг дагаж мөрдөх журмын тухай	2015 оны 1 дүгээр сарын 29-ний өдөр
834	MNCLW00835	эрүүл мэндийн даатгалын тухай	2015 оны 01 сарын 29 өдөр
835	MNCLW00836	эрүүл мэндийн тухай	2011 оны 5 дугаар сарын 5-ны өдөр
836	MNCLW00837	эрүүл мэндийн тухай хуульд нэмэлт, өөрчлөлт оруулах тухай хуулийг дагаж мөрдөх журмын тухай	2006 оны 1 дүгээр сарын 19-ний өдөр
837	MNCLW00838	эрүүл мэндийн тухай хууль хүчингүй болсонд тооцох тухай	2011 оны 5 дугаар сарын 5-ны өдөр
838	MNCLW00839	эрх олгох тухай	2007 оны 12 дугаар сарын 28-ны өдөр
839	MNCLW00840	эрчим хүчний тухай	2001 оны 2 дугаар сарын 1-ний өдөр
840	MNCLW00841	эрчим хүчний тухай хууль /1995 оны/ хүчингүй болсонд тооцох тухай тухай	2001 оны 02 сарын 01 өдөр
841	MNCLW00842	эрчим хүч хэмнэлтийн тухай	2015 оны 11 дүгээр сарын 26-ны өдөр
842	MNCLW00843	эхийн сүү орлуулагч бүтээгдэхүүний тухай хууль хүчингүй болсонд тооцох тухай	2017 оны 5 дугаар сарын 12-ны өдөр
843	MNCLW00844	эх, эцэг, олон хүүхэдтэй өрх толгойлсон эх, эцэгт тэтгэмж олгох тухай	2017 оны 6 дугаар сарын 30-ны өдөр
